CUI,SNIP,NOMBRE DE LA INVERSIÓN,ESTADO DE LA INVERSIÓN,TIPO DE INVERSIÓN,UNIDAD EJECUTORA DE INVERSIONES (UEI),COSTO DE INVERSIÓN VIABLE / APROBADO,COSTO DE INVERSIÓN ACTUALIZADO,COSTO TOTAL DE LA INVERSIÓN ACTUALIZADO,¿TIENE EXPEDIENTE TÉCNICO O DOCUMENTO EQUIVALENTE?,AVANCE FINANCIERO ACUMULADO,DEVENGADO ACUMULADO AL 2024,¿SE ENCUENTRA PROGRAMADO EN EL PMI?,PIM 2024 EN AVANCE FINANCIERO,PIM 2024,PIM 2023,PIM 2022
2501402,2501402,"CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL DEL CAMINO VECINAL TRAMO (0+000 HASTA 2+314.70) SECTOR JACHA QUELLUYO, COMUNIDAD ALTO ARACACHI DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"236,673.67","237,507.62","237,507.62",SI   ,71.1 %,"168,759.2",SI   ,0.00,No info. disponible,No info. disponible,No info. disponible
2501942,2501942,"CREACION DEL SERVICIO DE PROMOCION Y ATENCION DE LAS FAMILIAS EN LA PARCIALIDAD JALANTAYA, RIO VERDE DEL DISTRITO DE KELLUYO - PROVINCIA DE CHUCUITO - DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE KELLUYO,"319,953.96","353,827.24","353,827.24",SI   ,66.7 %,"235,833.85",SI   ,0.00,No info. disponible,0.00,"169,864.00"
2502058,2502058,CREACION DE LOS SERVICIOS DE GESTIÓN COMUNAL EN LA LOCALIDAD DE YURAGMARCA ALTA DEL DISTRITO DE PANAO - PROVINCIA DE PACHITEA - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PACHITEA,"160,660.56","283,582.26","283,582.26",SI   ,36.2 %,"102,792.56",SI   ,"193,789.00","193,789.00","5,000.00","165,713.00"
2502088,2502088,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO EN LA COMUNIDAD DE ÑAHUIMPUJIO DEL DISTRITO DE COLQUEPATA - PROVINCIA DE PAUCARTAMBO - DEPARTAMENTO DE CUSCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COLQUEPATA,"736,241.76","1,528,179.18","1,528,179.18",SI   ,39.3 %,"600,189.46",SI   ,"95,000.00","95,000.00","444,409.00","155,784.00"
2502495,2502495,CREACION DEL CAMINO VECINAL TRAMO ANTAPUNA - RAYAN EN LA COMUNIDAD DE ANTAPUNA DEL DISTRITO DE VINCHOS - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE VINCHOS,"341,443.75","341,443.75","341,443.75",SI   ,44 %,"150,142.5",NO,0.00,No info. disponible,No info. disponible,"97,695.00"
2502918,2502918,"MEJORAMIENTO DEL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO AGRARIO DE LA CADENA DE VALOR DE LA UVA EN EL ÁREA DE INFLUENCIA DEL PROYECTO ESPECIAL MAJES SIGUAS, DISTRITO DE MAJES - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROYECTO ESPECIAL MAJES SIGUAS AUTODEMA,"7,716,584.33","9,547,763.36","9,547,763.36",SI   ,27.9 %,"2,668,138.00",SI   ,"3,185,272.00","3,185,272.00","554,633.00","4,673,623.00"
2503406,2503406,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN EL P.J. SAN FRANCISCO DE CHARACATO, DISTRITO DE CHARACATO - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHARACATO,"2,752,474.31","4,254,173.76","4,254,173.76",SI   ,15.5 %,"659,273.59",SI   ,"229,466.00","229,466.00","395,105.00","1,015,678.00"
2503439,2503439,"REHABILITACIÓN Y MEJORAMIENTO DE CAMINO VECINAL PI-605 TRAYECTORIA: EMP. PI-587 – EL ALUMBRE – NARANJO DE ROMERO EMP. PI-588, DISTRITO DE LANCONES, PROVINCIA DE SULLANA, DEPARTAMENTO DE PIURA",ACTIVO,FUR,UEIPI-GSRLCC,"12,170,780.57","12,297,598.85","12,297,598.85",SI   ,84.3 %,"10,369,978.99",NO,0.00,0.00,"2,749,210.00","11,057,642.00"
2503804,2503804,AMPLIACION DE LÍNEA DE IMPULSIÓN EBAR TAQUILA - PTAR SALAVERRY Y DE LAGUNAS DE ESTABILIZACIÓN PTAR SALAVERRY - DISTRITO DE SALAVERRY - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD,ACTIVO,PROYECTO DE INVERSION,UEI DE LA EPS SEDALIB S.A.,"1,289,539.76","2,628,335.45","2,628,335.45",SI   ,49 %,"1,287,975.00",NO,0.00,0.00,"1,388,585.00","3,396,152.00"
2503937,2503937,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DE UBS EN LOS SECTORES DE YURACMINAS, ALCCAYHUARMI Y PHOCCOHUAYALLA DE LA C.C. INGATA DEL DISTRITO DE CHAMACA - PROVINCIA DE CHUMBIVILCAS - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHAMACA,"1,536,982.43","2,665,918.23","2,665,918.23",SI   ,97.5 %,"2,597,996.49",NO,0.00,No info. disponible,"58,354.00","2,491,136.00"
2504162,2504162,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DEL CENTRO DE INNOVACIÓN DE MAQUINARIA AGRÍCOLA – CIMA DEL PROYECTO ESPECIAL MAJES SIGUAS, DISTRITO DE MAJES - PROVINCIA DE CAYLLOMA - DEPARTAMENTO DE AREQUIPA",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROYECTO ESPECIAL MAJES SIGUAS AUTODEMA,"3,427,469.73","5,248,654.21","5,248,654.21",SI   ,55.3 %,"2,900,171.17",SI   ,"206,988.00","206,988.00","560,386.00","3,117,095.00"
2504579,2504579,"CREACION DE LA TROCHA CARROZABLE EN LOS CASERIOS LA PRIMAVERA, TUPAYTUPANA Y EL ROBLE DEL DISTRITO DE SANTA ROSA - PROVINCIA DE JAEN - DEPARTAMENTO DE CAJAMARCA",CERRADO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SANTA ROSA - CAJAMARCA,"1,853,525.82","469,478.17","469,478.17",SI   ,10.4 %,"49,015.00",SI   ,0.00,0.00,No info. disponible,0.00
2505057,2505057,CREACION DEL SERVICIO DE MOVILIDAD RURAL DEL PUENTE AUCHI - USHUMAYOPAMPA EN LOS DISTRITOS DE UMARI Y MOLINO DE LA PROVINCIA DE PACHITEA - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PACHITEA,"831,621.65","1,480,695.1","1,480,695.1",SI   ,79.2 %,"1,172,466.03",SI   ,"308,229.00","308,229.00","7,000.00","1,303,473.00"
2505735,2505735,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL JR. INDEPENDENCIA (TRAMO: RUTA NACIONAL PE-3S B - JR CIRCUNVALACION), JR. GAMARRA (TRAMO: RUTA NACIONAL PE-3S B – AV. CIRCUNVALACION SUR), JR. CIRCUNVALACIÓN (TRAMO: JR. INDEPENDENCIA - JR, GAMARRA) Y AV. CIRCUNVALACIÓN SUR DEL DISTRITO DE PILCOMAYO - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL JUNIN,"14,363,722.33","9,245,534.16","9,245,534.16",SI   ,98.4 %,"9,100,897.23",SI   ,0.00,No info. disponible,"3,722.00","7,937,407.00"
2505803,2505803,"REHABILITACION DEL LOCAL ESCOLAR GLORIOSO JUAN PABLO VISCARDO Y GUZMAN CON CODIGO LOCAL 069179, DISTRITO DE PAMPACOLCA – PROVINCIA DE CASTILLA – DEPARTAMENTO DE AREQUIPA",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD DISTRITAL DE PAMPACOLCA,"3,630,300.22","6,131,200.66","6,131,200.66",SI   ,20.3 %,"1,243,537.38",NO,"2,486,308.00","2,486,308.00",No info. disponible,"3,615,539.00"
2506140,2506140,CREACION DEL SERVICIO DE MOVILIDAD RURAL DEL PUENTE MANZANO Y LADERA DEL DISTRITO DE MOLINO - PROVINCIA DE PACHITEA - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PACHITEA,"292,080.29","368,896.11","368,896.11",SI   ,96.3 %,"355,306.9",NO,0.00,No info. disponible,"5,000.00","84,521.00"
2506199,2506199,CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VIAL DEL CAMINO VECINAL TRAMO: CHAGLLA PAMPA - IGRON DE LA LOCALIDAD DE DERREPENTE DEL DISTRITO DE CHURUBAMBA - PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,"688,635.05","788,286.49","788,286.49",SI   ,42.2 %,"332,267.51",NO,0.00,No info. disponible,No info. disponible,"261,141.00"
2507329,2507329,REHABILITACIÓN DE CAMINO DEPARTAMENTAL - 31.633 KM EN PAMPA EL CÓNDOR - PIJOBAMBA - PARASIBE - SITABAMBA,ACTIVO,FUR,UEI DE LA GOBIERNO REGIONAL LA LIBERTAD,"18,145,244.34","19,338,086.91","19,338,086.91",SI   ,86.1 %,"16,656,525.87",NO,"2,342,830.00","2,342,830.00","6,269,160.00","11,468,320.00"
2507404,2507404,"REHABILITACIÓN DEL LOCAL ESCOLAR N° 10925 CESAR VALLEJO CON CÓDIGO LOCAL 275952 P.J. LÓPEZ ALBÚJAR, DISTRITO Y PROVINCIA DE CHICLAYO – LAMBAYEQUE",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHICLAYO,"5,494,135.64","5,494,135.64","5,494,135.64",SI   ,34.6 %,"1,901,852.96",NO,"2,056,385.00","2,056,385.00","1,958,635.00","3,030,133.00"
2507414,2507414,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL DESDE EL CRUCE RIO CASCA HASTA LA INTERSECCION ENTRE LOS JIRONES PALMA REAL Y FRANCISCO MAGUIÑA CONDOR EN EL CENTRO POBLADO DE HUANCHAC DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - ANCASH,"2,488,914.23","3,018,109.17","3,018,109.17",SI   ,25.9 %,"782,326.26",SI   ,"2,181,408.00","2,181,408.00","2,833,562.00","2,942,110.00"
2507657,2507657,CREACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO YARUSH YARUSH DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"3,625,791.52","3,503,089.4","3,503,089.4",SI   ,30.4 %,"1,064,722.31",NO,0.00,No info. disponible,No info. disponible,"3,476,870.00"
2507676,2507676,"CREACION DEL SERVICIO DE ESPACIOS PUBLICOS URBANOS EN EL PARQUE N° 1 DE LA ASOCIACIÓN DE POBLADORES LOS VIÑEDOS DE ATE, ZONA 03, SUB ZONA 03, DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ATE,"785,347.32","697,173.59","697,173.59",SI   ,5.9 %,"41,415.34",NO,0.00,No info. disponible,No info. disponible,"729,575.00"
2507696,2507696,"REPARACIÓN DE CANAL DE RIEGO; EN EL(LA) DEL SECTOR DENOMINADO RANCAYAN EN LA LOCALIDAD BELLAVISTA, DISTRITO DE OCROS, PROVINCIA OCROS, DEPARTAMENTO ANCASH",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE OCROS,"245,210.5","245,210.5","245,210.5",SI   ,77.8 %,"190,789.48",NO,0.00,No info. disponible,No info. disponible,"90,391.00"
2507719,2507719,MEJORAMIENTO DEL CENTRO DE COORDINACION PRODUCTIVA EN EL CENTRO POBLADO SAN CRISTOBAL DE PACCHAC DEL DISTRITO DE TAPO - PROVINCIA DE TARMA - DEPARTAMENTO DE JUNIN,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE TAPO,"866,535.22","378,242.39","378,242.39",NO   ,56.6 %,"213,976.55",SI   ,"10,000.00","10,000.00",No info. disponible,"119,778.00"
2508126,2508126,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LOS PASAJES ANTURIO Y MUERDAGO DEL BARRIO DE CHEQUIO DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - ANCASH,"1,788,190.64","3,185,389.54","3,185,389.54",SI   ,23.8 %,"757,299.3",SI   ,"2,352,827.00","2,352,827.00","2,219,917.00","2,278,681.00"
2508381,2508381,CREACION DEL PALACIO MUNICIPAL PARA EL MEJORAMIENTO DE LOS SERVICIOS PÚBLICOS EN LA LOCALIDAD DE ORONCCOY DEL DISTRITO DE ORONCCOY - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ORONCCOY,"1,366,470.49","1,720,241.81","1,720,241.81",SI   ,52.8 %,"908,433.94",SI   ,0.00,0.00,"387,246.00","898,175.00"
2508636,2508636,CREACION DEL SERVICIO DE MOVILIDAD RURAL DEL TRAMO SAN SALVADOR - COCATAMBO EN EL CENTRO POBLADO DE SANTA VIRGINIA DEL DISTRITO DE PANAO - PROVINCIA DE PACHITEA - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PACHITEA,"910,299.95","1,334,324.96","1,334,324.96",SI   ,25.2 %,"336,699.86",SI   ,"101,447.00","101,447.00","7,500.00",No info. disponible
2508655,2508655,CREACION DEL SERVICIO DE MOVILIDAD RURAL DEL TRAMO SANTA ROSA - LEON PAMPA - SAN SALVADOR EN EL CENTRO POBLADO DE SANTA VIRGINIA DEL DISTRITO DE PANAO - PROVINCIA DE PACHITEA - DEPARTAMENTO DE HUANUCO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PACHITEA,"6,491,074.65","7,459,917.49","7,459,917.49",SI   ,11.8 %,"879,096.92",NO,0.00,No info. disponible,"10,000.00","964,898.00"
2508982,2508982,"MEJORAMIENTO DEL SERVICIO DE LAS CAPACIDADES OPERATIVAS DE LA SUB GERENCIA DE SEGURIDAD CIUDADANA, SERENAZGO Y GESTION DEL RIESGO DE DESASTRE DE LA MUNICIPALIDAD DISTRITAL DE MANANTAY, DISTRITO DE MANANTAY - PROVINCIA DE CORONEL PORTILLO - DEPARTAMENTO DE UCAYALI",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE MANANTAY,"3,213,048.73","7,738,980.00","7,738,980.00",SI   ,67.5 %,"5,225,035.29",SI   ,"2,329,538.00","2,329,538.00","3,535,033.00","5,927,700.00"
2509216,2509216,"CONSTRUCCION DE CAPTACION DE AGUA , LÍNEA DE CONDUCCIÓN Y PASE AEREO; EN EL(LA) LOCALIDAD DE LAS PIRIAS DISTRITO DE CHIRINOS, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO,"447,267.76","472,335.23","472,335.23",SI   ,71.8 %,"339,333.4",SI   ,0.00,No info. disponible,No info. disponible,"122,416.00"
2509424,2509424,"REPARACION DE CALZADA Y VEREDA; EN EL(LA) URBANIZACIÓN SANTA VICTORIA DISTRITO DE CHICLAYO, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHICLAYO,"3,263,708.74","3,590,325.43","3,590,325.43",SI   ,77.4 %,"2,779,312.42",SI   ,0.00,No info. disponible,No info. disponible,"3,556,326.00"
2509642,2509642,"REHABILITACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE CACHIPAMPA, DEL DISTRITO DE YAUTAN PROVINCIA DE CASMA DEPARTAMENTO DE ANCASH",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD DISTRITAL DE YAUTAN,"1,488,670.19","1,488,670.19","1,488,670.19",SI   ,60.5 %,"900,723.81",NO,"9,999.00","9,999.00","1,478,671.00","1,478,671.00"
2509652,2509652,"REPARACIÓN DE CANAL DE RIEGO; EN EL(LA) SECTOR DENOMINADO JANQUI ALTO EN LA LOCALIDAD ONCOY, DISTRITO DE OCROS, PROVINCIA OCROS, DEPARTAMENTO ANCASH",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE OCROS,"528,840.44","528,841.00","528,841.00",SI   ,79.2 %,"418,708.69",NO,0.00,No info. disponible,No info. disponible,"261,461.00"
2509669,2509669,"REPARACIÓN DE BOCATOMA Y CANAL DE RIEGO; EN EL(LA) SECTOR DENOMINADO LA FLORIDA EN LA LOCALIDAD NUEVA FLORIDA, DISTRITO DE OCROS, PROVINCIA OCROS, DEPARTAMENTO ANCASH",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE OCROS,"274,281.21","274,282.00","274,282.00",SI   ,79.9 %,"219,269.73",NO,0.00,No info. disponible,No info. disponible,"87,314.00"
2509670,2509670,"REPARACIÓN DE BOCATOMA Y CANAL DE RIEGO; EN EL(LA) SECTOR DENOMINADO LACCHAS EN LA LOCALIDAD NUEVA FLORIDA, DISTRITO DE OCROS, PROVINCIA OCROS, DEPARTAMENTO ANCASH",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE OCROS,"276,530.93","276,531.00","276,531.00",SI   ,78.1 %,"216,020.48",NO,0.00,No info. disponible,No info. disponible,"80,429.00"
2509748,2509748,"REPARACION DE RESERVORIO Y CERCO PERIMETRICO; EN EL(LA) EN EL SECTOR DE RIEGO DENOMINADO SAN ISIDRO EN LA LOCALIDAD BELLAVISTA, DISTRITO DE OCROS, PROVINCIA OCROS, DEPARTAMENTO ANCASH",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE OCROS,"202,720.27","202,720.27","202,720.27",SI   ,77.1 %,"156,294.64",NO,0.00,No info. disponible,No info. disponible,"192,720.00"
2510183,2510183,"ADQUISICION DE PLANTA GENERADORA DE OXIGENO MEDICINAL, GRUPO ELECTROGENO Y EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; CONSTRUCCION DE INFRAESTRUCTURA DE ALMACENAMIENTO; EN EL(LA) EESS LA UNION - LA UNION DISTRITO DE LA UNION, PROVINCIA DOS DE MAYO, DEPARTAMENTO HUANUCO",ACTIVO,IOARR,UEI GERENCIA REGIONAL DE INFRAESTRUCTURA,"2,221,625.52","2,502,811.36","2,502,811.36",SI   ,90.7 %,"2,270,585.13",SI   ,0.00,No info. disponible,"11,140.00","232,226.00"
2511186,2511186,"ADQUISICION DE PLANTA GENERADORA DE OXIGENO MEDICINAL, GRUPO ELECTROGENO Y EQUIPO DE OTROS ACTIVOS COMPLEMENTARIOS; REFORZAMIENTO ESTRUCTURAL DE INFRAESTRUCTURA DE ALMACENAMIENTO; EN EL(LA) EESS PERU-COREA - AMARILIS DISTRITO DE AMARILIS, PROVINCIA HUANUCO, DEPARTAMENTO HUANUCO",ACTIVO,IOARR,UEI GERENCIA REGIONAL DE INFRAESTRUCTURA,"6,875,130.72","5,815,359.58","5,815,359.58",SI   ,19.5 %,"1,136,537.55",NO,0.00,No info. disponible,"44,200.00",No info. disponible
2511819,2511819,"REPARACION DE PAVIMENTO, VEREDA Y SARDINEL; EN EL(LA) . URB CAJA DEPOSITO, URB. BANCARIOS Y URB. MAGISTERIAL DISTRITO DE CHICLAYO, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE",ACTIVO,IOARR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CHICLAYO,"2,197,031.95","3,143,833.84","3,143,833.84",SI   ,75.3 %,"2,367,594.98",SI   ,"26,558.00","26,558.00","1,396,866.00","3,118,791.00"
2511882,2511882,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO DE LA URBANIZACION LA COLINA EN EL BARRIO DE ACOVICHAY DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCASH,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - ANCASH,"5,846,951.38","2,302,811.54","2,302,811.54",SI   ,54.3 %,"1,250,476.83",SI   ,"1,049,074.00","1,049,074.00","1,814,699.00","2,248,312.00"
2512675,2512675,"MEJORAMIENTO DE LOS SERVICIOS DE AGUA PARA RIEGO TECNIFICADO EN EL SECTOR SAN ANTONIO DE CUTACARCAS TOMA ALTA, SECTOR CHILCA CAMSISH Y DEL SECTOR CENTRAL DE CUSPON, DE LOS CENTROS POBLADOS DE CARCAS Y CUSPON, DEL DISTRITO DE CHIQUIAN - PROVINCIA DE BOLOGNESI - DEPARTAMENTO DE ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL ANCASH,"4,782,547.98","9,619,797.78","9,619,797.78",SI   ,65.7 %,"6,319,702.78",SI   ,"662,504.00","662,504.00","2,094,211.00","9,701,408.00"
2513174,2513174,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA MEDIANTE LA INSTALACION DEL RESERVORIO EN EL ANEXO LIRCAY, DISTRITO DE LUCRE - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE LUCRE-CUSCO,"1,000,846.02","2,397,992.35","2,397,992.35",SI   ,93.7 %,"2,247,049.67",SI   ,"227,564.00","227,564.00","28,854.00","1,495,129.00"
2513317,2513317,"CREACION DEL CAMINO VECINAL PACCHA - HUAYLLAY, TRAMO: EMP. AY-533 (KM 21 600) - JATUMPAMPA DE HUAYLLAY, SEGUNDO TRAMO (3.212 KM) EN EL DISTRITO DE VINCHOS - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE VINCHOS,"387,425.06","442,902.83","442,902.83",SI   ,84.7 %,"375,357.24",SI   ,270.00,270.00,"370,716.00",No info. disponible
2513621,2513621,CREACION DEL AREA RECREACIONAL DE USOS MULTIPLES EN EL CENTRO POBLADO DE MALACASI DEL DISTRITO DE SALITRAL - PROVINCIA DE MORROPON - DEPARTAMENTO DE PIURA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SALITRAL,"959,251.27","959,251.27","959,251.27",NO   ,37 %,"354,597.00",NO,0.00,No info. disponible,No info. disponible,"8,100.00"
2513697,2513697,MEJORAMIENTO DE LA PRESTACIÓN DEL SERVICIO DE GESTIÓN DE RIESGOS DE DESASTRES DE LA MUNICIPALIDAD DISTRITAL DE MARA DISTRITO DE MARA - PROVINCIA DE COTABAMBAS - DEPARTAMENTO DE APURIMAC,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE MARA,"985,645.81","1,428,403.42","1,428,403.42",SI   ,22.6 %,"322,925.79",SI   ,"15,000.00","15,000.00","292,927.00","30,000.00"
2513798,2513798,CREACION DE TROCHA CARROZABLE PATIPUCRO – CCENHUACCASA - PACCREPAMPA DEL DISTRITO DE CHACA - PROVINCIA DE HUANTA - DEPARTAMENTO DE AYACUCHO,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHACA,"871,360.33","871,360.32","871,360.32",SI   ,8.1 %,"70,667.00",SI   ,0.00,No info. disponible,"31,012.00",No info. disponible
2514150,2514150,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL JR. 2 DE MAYO- EL CARPIO DEL BARRIO DE MOYOCOCHA, DISTRITO DE CORACORA - PROVINCIA DE PARINACOCHAS - DEPARTAMENTO DE AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PARINACOCHAS,"1,179,423.81","2,143,677.21","2,143,677.21",SI   ,24.7 %,"529,843.59",NO,0.00,No info. disponible,No info. disponible,"19,789.00"
2514306,2514306,"RENOVACION DE MICROMEDIDORES; EN EL(LA) EPS ILO S.A. DE 1920 CONEXIONES EN EL DISTRITO DE ILO, PROVINCIA ILO, DEPARTAMENTO MOQUEGUA",ACTIVO,IOARR,MUNICIPALIDAD PROVINCIAL DE ILO UEI DE LA ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE ILO S.A.,"516,579.22","513,366.72","513,366.72",SI   ,65.1 %,"334,384.00",NO,"93,398.00","93,398.00","293,096.00","160,000.00"
2514640,2514640,MEJORAMIENTO DEL SERVICIO DE CAPTACION DE AGUA (BOCATOMA DE RIEGO ITE) EN EL DISTRITO DE ITE - PROVINCIA DE JORGE BASADRE - DEPARTAMENTO DE TACNA,ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ITE,"18,275,170.73","28,265,379.96","28,642,774.06",SI   ,35.2 %,"10,082,998.99",SI   ,"196,315.00","196,315.00","639,210.00","23,224,343.00"
2514805,2514805,"REHABILITACIÓN DE CAMINO VECINAL - 36.44 KM EN CAMINO VECINAL DV. COCHABAMBA - AHIJADERO - CONGA - MALCAMACHAY - HUAGUIL, DISTRITO DE CHUNGAY, PROVINCIA SÁNCHEZ CARRIÓN - DEPARTAMENTO LA LIBERTAD",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION,"27,126,103.76","27,102,069.6","27,102,069.6",SI   ,43.6 %,"11,805,151.35",NO,"10,969,232.00","10,969,232.00","8,485,115.00","18,640,988.00"
